County,County Code,Race,Race Code,Education,Death Rate
"Wake County, NC",37183,Black or African American,2054-5,Excluded,13.27
"Unidentified Counties, NC",37999,Black or African American,2054-5,8th grade or less,7.25
"Unidentified Counties, NC",37999,Black or African American,2054-5,9th through 12th grade with no diploma,14.29
"Unidentified Counties, NC",37999,Black or African American,2054-5,High school graduate or GED completed,13.59
"Unidentified Counties, NC",37999,Black or African American,2054-5,"Some college credit, but not a degree",12.04
"Unidentified Counties, NC",37999,Black or African American,2054-5,"Associate degree (AA, AS)",9.92
"Unidentified Counties, NC",37999,Black or African American,2054-5,"Bachelor's degree (BA, AB, BS)",10.39
"Unidentified Counties, NC",37999,Black or African American,2054-5,"Master's degree (MA, MS)",13.59
"Unidentified Counties, NC",37999,Black or African American,2054-5,Unknown/Not on certificate,52.91
"Unidentified Counties, NC",37999,Black or African American,2054-5,Excluded,14.04
"Unidentified Counties, ND",38999,Black or African American,2054-5,"Some college credit, but not a degree",11.76
"Butler County, OH",39017,Black or African American,2054-5,High school graduate or GED completed,16.55
"Butler County, OH",39017,Black or African American,2054-5,"Some college credit, but not a degree",9.48
"Cuyahoga County, OH",39035,Black or African American,2054-5,9th through 12th grade with no diploma,15.64
"Cuyahoga County, OH",39035,Black or African American,2054-5,High school graduate or GED completed,14.52
"Cuyahoga County, OH",39035,Black or African American,2054-5,"Some college credit, but not a degree",13.81
"Cuyahoga County, OH",39035,Black or African American,2054-5,"Associate degree (AA, AS)",11.29
"Cuyahoga County, OH",39035,Black or African American,2054-5,"Bachelor's degree (BA, AB, BS)",8.82
"Cuyahoga County, OH",39035,Black or African American,2054-5,"Master's degree (MA, MS)",8.18
"Cuyahoga County, OH",39035,Black or African American,2054-5,Unknown/Not on certificate,85.83
"Franklin County, OH",39049,Black or African American,2054-5,8th grade or less,7.83
"Franklin County, OH",39049,Black or African American,2054-5,9th through 12th grade with no diploma,14.54
"Franklin County, OH",39049,Black or African American,2054-5,High school graduate or GED completed,13.12
"Franklin County, OH",39049,Black or African American,2054-5,"Some college credit, but not a degree",12.49
"Franklin County, OH",39049,Black or African American,2054-5,"Associate degree (AA, AS)",15.65
"Franklin County, OH",39049,Black or African American,2054-5,"Bachelor's degree (BA, AB, BS)",10.69
"Franklin County, OH",39049,Black or African American,2054-5,"Master's degree (MA, MS)",12.29
"Franklin County, OH",39049,Black or African American,2054-5,Unknown/Not on certificate,26.45
"Hamilton County, OH",39061,Black or African American,2054-5,9th through 12th grade with no diploma,17.92
"Hamilton County, OH",39061,Black or African American,2054-5,High school graduate or GED completed,15.22
"Hamilton County, OH",39061,Black or African American,2054-5,"Some college credit, but not a degree",14.49
"Hamilton County, OH",39061,Black or African American,2054-5,"Associate degree (AA, AS)",12.86
"Hamilton County, OH",39061,Black or African American,2054-5,"Bachelor's degree (BA, AB, BS)",10.23
"Hamilton County, OH",39061,Black or African American,2054-5,Unknown/Not on certificate,55.17
"Lorain County, OH",39093,Black or African American,2054-5,9th through 12th grade with no diploma,12.61
"Lorain County, OH",39093,Black or African American,2054-5,High school graduate or GED completed,12.12
"Lorain County, OH",39093,Black or African American,2054-5,"Some college credit, but not a degree",11.09
"Lucas County, OH",39095,Black or African American,2054-5,9th through 12th grade with no diploma,13.46
"Lucas County, OH",39095,Black or African American,2054-5,High school graduate or GED completed,10.94
"Lucas County, OH",39095,Black or African American,2054-5,"Some college credit, but not a degree",12.83
"Mahoning County, OH",39099,Black or African American,2054-5,9th through 12th grade with no diploma,21.57
"Mahoning County, OH",39099,Black or African American,2054-5,High school graduate or GED completed,10.14
"Mahoning County, OH",39099,Black or African American,2054-5,"Some college credit, but not a degree",18.15
"Montgomery County, OH",39113,Black or African American,2054-5,9th through 12th grade with no diploma,16.56
"Montgomery County, OH",39113,Black or African American,2054-5,High school graduate or GED completed,11.64
"Montgomery County, OH",39113,Black or African American,2054-5,"Some college credit, but not a degree",12.15
"Montgomery County, OH",39113,Black or African American,2054-5,"Associate degree (AA, AS)",12.23
"Stark County, OH",39151,Black or African American,2054-5,9th through 12th grade with no diploma,17.94
"Stark County, OH",39151,Black or African American,2054-5,High school graduate or GED completed,15.85
"Stark County, OH",39151,Black or African American,2054-5,"Some college credit, but not a degree",14.75
"Summit County, OH",39153,Black or African American,2054-5,9th through 12th grade with no diploma,16.69
"Summit County, OH",39153,Black or African American,2054-5,High school graduate or GED completed,10.47
"Summit County, OH",39153,Black or African American,2054-5,"Some college credit, but not a degree",12.92
"Summit County, OH",39153,Black or African American,2054-5,"Associate degree (AA, AS)",10.85
"Unidentified Counties, OH",39999,Black or African American,2054-5,9th through 12th grade with no diploma,15.51
"Unidentified Counties, OH",39999,Black or African American,2054-5,High school graduate or GED completed,13.97
"Unidentified Counties, OH",39999,Black or African American,2054-5,"Some college credit, but not a degree",10.36
"Unidentified Counties, OH",39999,Black or African American,2054-5,"Associate degree (AA, AS)",11.86
"Unidentified Counties, OH",39999,Black or African American,2054-5,"Bachelor's degree (BA, AB, BS)",5.91
"Unidentified Counties, OH",39999,Black or African American,2054-5,Unknown/Not on certificate,25.51
"Oklahoma County, OK",40109,Black or African American,2054-5,9th through 12th grade with no diploma,11.16
"Oklahoma County, OK",40109,Black or African American,2054-5,High school graduate or GED completed,15.4
"Oklahoma County, OK",40109,Black or African American,2054-5,"Some college credit, but not a degree",10.32
"Oklahoma County, OK",40109,Black or African American,2054-5,Excluded,13.54
"Tulsa County, OK",40143,Black or African American,2054-5,9th through 12th grade with no diploma,15.59
"Tulsa County, OK",40143,Black or African American,2054-5,High school graduate or GED completed,16.12
"Tulsa County, OK",40143,Black or African American,2054-5,"Some college credit, but not a degree",17.12
"Tulsa County, OK",40143,Black or African American,2054-5,Excluded,13.63
"Unidentified Counties, OK",40999,Black or African American,2054-5,9th through 12th grade with no diploma,9.75
"Unidentified Counties, OK",40999,Black or African American,2054-5,High school graduate or GED completed,11.14
"Unidentified Counties, OK",40999,Black or African American,2054-5,"Some college credit, but not a degree",14.01
"Unidentified Counties, OK",40999,Black or African American,2054-5,"Associate degree (AA, AS)",19.92
"Unidentified Counties, OK",40999,Black or African American,2054-5,Excluded,12.31
"Multnomah County, OR",41051,Black or African American,2054-5,9th through 12th grade with no diploma,10.82
"Multnomah County, OR",41051,Black or African American,2054-5,High school graduate or GED completed,9.75
"Multnomah County, OR",41051,Black or African American,2054-5,"Some college credit, but not a degree",8.14
"Multnomah County, OR",41051,Black or African American,2054-5,Excluded,13.59
"Allegheny County, PA",42003,Black or African American,2054-5,9th through 12th grade with no diploma,14.51
"Allegheny County, PA",42003,Black or African American,2054-5,High school graduate or GED completed,14.98
"Allegheny County, PA",42003,Black or African American,2054-5,"Some college credit, but not a degree",13.78
"Allegheny County, PA",42003,Black or African American,2054-5,"Associate degree (AA, AS)",9.82
"Allegheny County, PA",42003,Black or African American,2054-5,"Bachelor's degree (BA, AB, BS)",7.27
"Allegheny County, PA",42003,Black or African American,2054-5,Unknown/Not on certificate,195.4
"Berks County, PA",42011,Black or African American,2054-5,9th through 12th grade with no diploma,11.92
"Berks County, PA",42011,Black or African American,2054-5,High school graduate or GED completed,17.86
"Berks County, PA",42011,Black or African American,2054-5,"Some college credit, but not a degree",16.84
"Bucks County, PA",42017,Black or African American,2054-5,Unknown/Not on certificate,30.88
"Chester County, PA",42029,Black or African American,2054-5,High school graduate or GED completed,7.97
"Chester County, PA",42029,Black or African American,2054-5,"Some college credit, but not a degree",11.66
"Dauphin County, PA",42043,Black or African American,2054-5,9th through 12th grade with no diploma,12.11
"Dauphin County, PA",42043,Black or African American,2054-5,High school graduate or GED completed,12.45
"Dauphin County, PA",42043,Black or African American,2054-5,"Some college credit, but not a degree",12.28
"Delaware County, PA",42045,Black or African American,2054-5,9th through 12th grade with no diploma,11.41
"Delaware County, PA",42045,Black or African American,2054-5,High school graduate or GED completed,11.72
"Delaware County, PA",42045,Black or African American,2054-5,"Some college credit, but not a degree",13.18
"Delaware County, PA",42045,Black or African American,2054-5,"Associate degree (AA, AS)",17.24
"Delaware County, PA",42045,Black or African American,2054-5,"Bachelor's degree (BA, AB, BS)",9.17
"Delaware County, PA",42045,Black or African American,2054-5,Unknown/Not on certificate,85.3
"Erie County, PA",42049,Black or African American,2054-5,9th through 12th grade with no diploma,10.44
"Erie County, PA",42049,Black or African American,2054-5,High school graduate or GED completed,16.84
"Erie County, PA",42049,Black or African American,2054-5,"Some college credit, but not a degree",12.42
"Lancaster County, PA",42071,Black or African American,2054-5,9th through 12th grade with no diploma,11.32
"Lancaster County, PA",42071,Black or African American,2054-5,High school graduate or GED completed,13.53
"Lehigh County, PA",42077,Black or African American,2054-5,9th through 12th grade with no diploma,6.93
"Lehigh County, PA",42077,Black or African American,2054-5,High school graduate or GED completed,14.39
"Lehigh County, PA",42077,Black or African American,2054-5,"Some college credit, but not a degree",9.42
"Luzerne County, PA",42079,Black or African American,2054-5,9th through 12th grade with no diploma,14.81
"Luzerne County, PA",42079,Black or African American,2054-5,"Some college credit, but not a degree",17.8
"Montgomery County, PA",42091,Black or African American,2054-5,9th through 12th grade with no diploma,15.22
"Montgomery County, PA",42091,Black or African American,2054-5,High school graduate or GED completed,12.65
"Montgomery County, PA",42091,Black or African American,2054-5,"Some college credit, but not a degree",10.09
"Montgomery County, PA",42091,Black or African American,2054-5,"Master's degree (MA, MS)",11.31
"Northampton County, PA",42095,Black or African American,2054-5,High school graduate or GED completed,14.12
"Philadelphia County, PA",42101,Black or African American,2054-5,8th grade or less,5.99
"Philadelphia County, PA",42101,Black or African American,2054-5,9th through 12th grade with no diploma,12.75
"Philadelphia County, PA",42101,Black or African American,2054-5,High school graduate or GED completed,10.47
"Philadelphia County, PA",42101,Black or African American,2054-5,"Some college credit, but not a degree",9.21
"Philadelphia County, PA",42101,Black or African American,2054-5,"Associate degree (AA, AS)",8.61
"Philadelphia County, PA",42101,Black or African American,2054-5,"Bachelor's degree (BA, AB, BS)",9.13
"Philadelphia County, PA",42101,Black or African American,2054-5,"Master's degree (MA, MS)",5.59
"Philadelphia County, PA",42101,Black or African American,2054-5,Unknown/Not on certificate,114.45
"York County, PA",42133,Black or African American,2054-5,High school graduate or GED completed,11.09
"York County, PA",42133,Black or African American,2054-5,"Some college credit, but not a degree",15.1
"Unidentified Counties, PA",42999,Black or African American,2054-5,9th through 12th grade with no diploma,17.22
"Unidentified Counties, PA",42999,Black or African American,2054-5,High school graduate or GED completed,12.21
"Unidentified Counties, PA",42999,Black or African American,2054-5,"Some college credit, but not a degree",10.54
"Unidentified Counties, PA",42999,Black or African American,2054-5,"Associate degree (AA, AS)",9.68
"Unidentified Counties, PA",42999,Black or African American,2054-5,"Bachelor's degree (BA, AB, BS)",12.94
"Unidentified Counties, PA",42999,Black or African American,2054-5,Unknown/Not on certificate,35.04
"Providence County, RI",44007,Black or African American,2054-5,Excluded,10.1
"Unidentified Counties, RI",44999,Black or African American,2054-5,Excluded,13.1
"Charleston County, SC",45019,Black or African American,2054-5,9th through 12th grade with no diploma,10.88
"Charleston County, SC",45019,Black or African American,2054-5,High school graduate or GED completed,10.22
"Charleston County, SC",45019,Black or African American,2054-5,"Some college credit, but not a degree",9.09
"Charleston County, SC",45019,Black or African American,2054-5,"Bachelor's degree (BA, AB, BS)",9.21
"Charleston County, SC",45019,Black or African American,2054-5,Unknown/Not on certificate,106.67
"Greenville County, SC",45045,Black or African American,2054-5,9th through 12th grade with no diploma,12.9
"Greenville County, SC",45045,Black or African American,2054-5,High school graduate or GED completed,11.68
"Greenville County, SC",45045,Black or African American,2054-5,"Some college credit, but not a degree",11.03
"Greenville County, SC",45045,Black or African American,2054-5,"Associate degree (AA, AS)",9.67
"Richland County, SC",45079,Black or African American,2054-5,9th through 12th grade with no diploma,11.53
"Richland County, SC",45079,Black or African American,2054-5,High school graduate or GED completed,12.32
"Richland County, SC",45079,Black or African American,2054-5,"Some college credit, but not a degree",9.43
"Richland County, SC",45079,Black or African American,2054-5,"Associate degree (AA, AS)",11.47
"Richland County, SC",45079,Black or African American,2054-5,"Bachelor's degree (BA, AB, BS)",7.59
"Richland County, SC",45079,Black or African American,2054-5,"Master's degree (MA, MS)",7.88
"Spartanburg County, SC",45083,Black or African American,2054-5,9th through 12th grade with no diploma,8.17
"Spartanburg County, SC",45083,Black or African American,2054-5,High school graduate or GED completed,8.72
"Spartanburg County, SC",45083,Black or African American,2054-5,"Some college credit, but not a degree",8.19
"Unidentified Counties, SC",45999,Black or African American,2054-5,8th grade or less,10.93
"Unidentified Counties, SC",45999,Black or African American,2054-5,9th through 12th grade with no diploma,11.79
"Unidentified Counties, SC",45999,Black or African American,2054-5,High school graduate or GED completed,11.95
"Unidentified Counties, SC",45999,Black or African American,2054-5,"Some college credit, but not a degree",10.76
"Unidentified Counties, SC",45999,Black or African American,2054-5,"Associate degree (AA, AS)",11.63
"Unidentified Counties, SC",45999,Black or African American,2054-5,"Bachelor's degree (BA, AB, BS)",11.53
"Unidentified Counties, SC",45999,Black or African American,2054-5,"Master's degree (MA, MS)",11.56
"Unidentified Counties, SC",45999,Black or African American,2054-5,Unknown/Not on certificate,45.93
"Unidentified Counties, SD",46999,Black or African American,2054-5,High school graduate or GED completed,12.79
"Davidson County, TN",47037,Black or African American,2054-5,8th grade or less,7.92
"Davidson County, TN",47037,Black or African American,2054-5,9th through 12th grade with no diploma,14.36
"Davidson County, TN",47037,Black or African American,2054-5,High school graduate or GED completed,11.44
"Davidson County, TN",47037,Black or African American,2054-5,"Some college credit, but not a degree",9.08
"Davidson County, TN",47037,Black or African American,2054-5,"Associate degree (AA, AS)",12.42
"Davidson County, TN",47037,Black or African American,2054-5,"Bachelor's degree (BA, AB, BS)",8.79
"Davidson County, TN",47037,Black or African American,2054-5,Unknown/Not on certificate,78.19
"Hamilton County, TN",47065,Black or African American,2054-5,9th through 12th grade with no diploma,15
"Hamilton County, TN",47065,Black or African American,2054-5,High school graduate or GED completed,13.84
"Hamilton County, TN",47065,Black or African American,2054-5,"Some college credit, but not a degree",11.95
"Knox County, TN",47093,Black or African American,2054-5,9th through 12th grade with no diploma,13.99
"Knox County, TN",47093,Black or African American,2054-5,High school graduate or GED completed,9.45
"Knox County, TN",47093,Black or African American,2054-5,"Some college credit, but not a degree",15.02
"Shelby County, TN",47157,Black or African American,2054-5,8th grade or less,12.8
"Shelby County, TN",47157,Black or African American,2054-5,9th through 12th grade with no diploma,14.96
"Shelby County, TN",47157,Black or African American,2054-5,High school graduate or GED completed,14.36
"Shelby County, TN",47157,Black or African American,2054-5,"Some college credit, but not a degree",12.82
"Shelby County, TN",47157,Black or African American,2054-5,"Associate degree (AA, AS)",15.04
"Shelby County, TN",47157,Black or African American,2054-5,"Bachelor's degree (BA, AB, BS)",11.95
"Shelby County, TN",47157,Black or African American,2054-5,"Master's degree (MA, MS)",9.42
"Shelby County, TN",47157,Black or African American,2054-5,Unknown/Not on certificate,27.3
"Unidentified Counties, TN",47999,Black or African American,2054-5,8th grade or less,10.77
"Unidentified Counties, TN",47999,Black or African American,2054-5,9th through 12th grade with no diploma,13.12
"Unidentified Counties, TN",47999,Black or African American,2054-5,High school graduate or GED completed,11.4
"Unidentified Counties, TN",47999,Black or African American,2054-5,"Some college credit, but not a degree",10.53
"Unidentified Counties, TN",47999,Black or African American,2054-5,"Associate degree (AA, AS)",9.37
"Unidentified Counties, TN",47999,Black or African American,2054-5,"Bachelor's degree (BA, AB, BS)",6.17
"Bell County, TX",48027,Black or African American,2054-5,High school graduate or GED completed,7.44
"Bell County, TX",48027,Black or African American,2054-5,"Some college credit, but not a degree",9.08
"Bexar County, TX",48029,Black or African American,2054-5,9th through 12th grade with no diploma,12.39
"Bexar County, TX",48029,Black or African American,2054-5,High school graduate or GED completed,8.21
"Bexar County, TX",48029,Black or African American,2054-5,"Some college credit, but not a degree",8.49
"Bexar County, TX",48029,Black or African American,2054-5,"Associate degree (AA, AS)",7.12
"Bexar County, TX",48029,Black or African American,2054-5,"Bachelor's degree (BA, AB, BS)",11.21
"Collin County, TX",48085,Black or African American,2054-5,High school graduate or GED completed,6.99
"Collin County, TX",48085,Black or African American,2054-5,"Some college credit, but not a degree",7.23
"Collin County, TX",48085,Black or African American,2054-5,"Bachelor's degree (BA, AB, BS)",4.09
"Collin County, TX",48085,Black or African American,2054-5,"Master's degree (MA, MS)",9.23
"Dallas County, TX",48113,Black or African American,2054-5,9th through 12th grade with no diploma,12.72
"Dallas County, TX",48113,Black or African American,2054-5,High school graduate or GED completed,12.48
"Dallas County, TX",48113,Black or African American,2054-5,"Some college credit, but not a degree",10.48
"Dallas County, TX",48113,Black or African American,2054-5,"Associate degree (AA, AS)",13.68
"Dallas County, TX",48113,Black or African American,2054-5,"Bachelor's degree (BA, AB, BS)",10.42
"Dallas County, TX",48113,Black or African American,2054-5,"Master's degree (MA, MS)",9.11
"Dallas County, TX",48113,Black or African American,2054-5,Unknown/Not on certificate,111.84
"Denton County, TX",48121,Black or African American,2054-5,High school graduate or GED completed,10.01
"Denton County, TX",48121,Black or African American,2054-5,"Some college credit, but not a degree",9.85
"Denton County, TX",48121,Black or African American,2054-5,"Bachelor's degree (BA, AB, BS)",6.18
"El Paso County, TX",48141,Black or African American,2054-5,High school graduate or GED completed,12.13
"El Paso County, TX",48141,Black or African American,2054-5,"Some college credit, but not a degree",12.29
"Fort Bend County, TX",48157,Black or African American,2054-5,High school graduate or GED completed,10.93
"Fort Bend County, TX",48157,Black or African American,2054-5,"Some college credit, but not a degree",7.03
"Fort Bend County, TX",48157,Black or African American,2054-5,"Bachelor's degree (BA, AB, BS)",6.54
"Fort Bend County, TX",48157,Black or African American,2054-5,"Master's degree (MA, MS)",7.69
"Galveston County, TX",48167,Black or African American,2054-5,High school graduate or GED completed,9.87
"Galveston County, TX",48167,Black or African American,2054-5,"Some college credit, but not a degree",11.34
"Harris County, TX",48201,Black or African American,2054-5,8th grade or less,10.21
"Harris County, TX",48201,Black or African American,2054-5,9th through 12th grade with no diploma,12
"Harris County, TX",48201,Black or African American,2054-5,High school graduate or GED completed,11.3
"Harris County, TX",48201,Black or African American,2054-5,"Some college credit, but not a degree",9.53
"Harris County, TX",48201,Black or African American,2054-5,"Associate degree (AA, AS)",10.2
"Harris County, TX",48201,Black or African American,2054-5,"Bachelor's degree (BA, AB, BS)",7.44
"Harris County, TX",48201,Black or African American,2054-5,"Master's degree (MA, MS)",8.14
"Harris County, TX",48201,Black or African American,2054-5,Unknown/Not on certificate,117.32
"Jefferson County, TX",48245,Black or African American,2054-5,9th through 12th grade with no diploma,11.04
"Jefferson County, TX",48245,Black or African American,2054-5,High school graduate or GED completed,13.25
"Jefferson County, TX",48245,Black or African American,2054-5,"Some college credit, but not a degree",9.25
"Jefferson County, TX",48245,Black or African American,2054-5,"Associate degree (AA, AS)",24.29
"Montgomery County, TX",48339,Black or African American,2054-5,High school graduate or GED completed,12.01
"Tarrant County, TX",48439,Black or African American,2054-5,9th through 12th grade with no diploma,12.94
"Tarrant County, TX",48439,Black or African American,2054-5,High school graduate or GED completed,15.18
"Tarrant County, TX",48439,Black or African American,2054-5,"Some college credit, but not a degree",10.42
"Tarrant County, TX",48439,Black or African American,2054-5,"Associate degree (AA, AS)",10.33
"Tarrant County, TX",48439,Black or African American,2054-5,"Bachelor's degree (BA, AB, BS)",9.72
"Tarrant County, TX",48439,Black or African American,2054-5,"Master's degree (MA, MS)",9.63
"Travis County, TX",48453,Black or African American,2054-5,9th through 12th grade with no diploma,16.57
"Travis County, TX",48453,Black or African American,2054-5,High school graduate or GED completed,7.75
"Travis County, TX",48453,Black or African American,2054-5,"Some college credit, but not a degree",9.53
"Travis County, TX",48453,Black or African American,2054-5,"Bachelor's degree (BA, AB, BS)",11.75
"Unidentified Counties, TX",48999,Black or African American,2054-5,8th grade or less,7.14
"Unidentified Counties, TX",48999,Black or African American,2054-5,9th through 12th grade with no diploma,10.73
"Unidentified Counties, TX",48999,Black or African American,2054-5,High school graduate or GED completed,11.5
"Unidentified Counties, TX",48999,Black or African American,2054-5,"Some college credit, but not a degree",9.75
"Unidentified Counties, TX",48999,Black or African American,2054-5,"Associate degree (AA, AS)",9.41
"Unidentified Counties, TX",48999,Black or African American,2054-5,"Bachelor's degree (BA, AB, BS)",9.65
"Unidentified Counties, TX",48999,Black or African American,2054-5,"Master's degree (MA, MS)",5.2
"Unidentified Counties, TX",48999,Black or African American,2054-5,Unknown/Not on certificate,56.87
"Salt Lake County, UT",49035,Black or African American,2054-5,High school graduate or GED completed,15.56
"Salt Lake County, UT",49035,Black or African American,2054-5,Excluded,9.29
"Chesterfield County, VA",51041,Black or African American,2054-5,Excluded,9.12
"Fairfax County, VA",51059,Black or African American,2054-5,"Some college credit, but not a degree",11.37
"Fairfax County, VA",51059,Black or African American,2054-5,Excluded,8.24
"Henrico County, VA",51087,Black or African American,2054-5,High school graduate or GED completed,14.93
"Henrico County, VA",51087,Black or African American,2054-5,Excluded,11.35
"Prince William County, VA",51153,Black or African American,2054-5,Excluded,10.93
"Virginia Beach city, VA",51810,Black or African American,2054-5,High school graduate or GED completed,15.4
"Virginia Beach city, VA",51810,Black or African American,2054-5,"Some college credit, but not a degree",7.4
"Virginia Beach city, VA",51810,Black or African American,2054-5,Excluded,11.13
"Unidentified Counties, VA",51999,Black or African American,2054-5,9th through 12th grade with no diploma,11.93
"Unidentified Counties, VA",51999,Black or African American,2054-5,High school graduate or GED completed,10.59
"Unidentified Counties, VA",51999,Black or African American,2054-5,"Some college credit, but not a degree",10.26
"Unidentified Counties, VA",51999,Black or African American,2054-5,"Associate degree (AA, AS)",7.54
"Unidentified Counties, VA",51999,Black or African American,2054-5,"Bachelor's degree (BA, AB, BS)",10.52
"Unidentified Counties, VA",51999,Black or African American,2054-5,"Master's degree (MA, MS)",7.83
"Unidentified Counties, VA",51999,Black or African American,2054-5,Unknown/Not on certificate,50.68
"Unidentified Counties, VA",51999,Black or African American,2054-5,Excluded,13.47
"King County, WA",53033,Black or African American,2054-5,8th grade or less,6.73
"King County, WA",53033,Black or African American,2054-5,9th through 12th grade with no diploma,7.13
"King County, WA",53033,Black or African American,2054-5,High school graduate or GED completed,7.47
"King County, WA",53033,Black or African American,2054-5,"Some college credit, but not a degree",7.37
"King County, WA",53033,Black or African American,2054-5,"Associate degree (AA, AS)",9.34
"King County, WA",53033,Black or African American,2054-5,"Bachelor's degree (BA, AB, BS)",5.19
"King County, WA",53033,Black or African American,2054-5,Unknown/Not on certificate,18.9
"Pierce County, WA",53053,Black or African American,2054-5,9th through 12th grade with no diploma,10.53
"Pierce County, WA",53053,Black or African American,2054-5,High school graduate or GED completed,11.03
"Pierce County, WA",53053,Black or African American,2054-5,"Some college credit, but not a degree",8.16
"Unidentified Counties, WA",53999,Black or African American,2054-5,High school graduate or GED completed,7.87
"Unidentified Counties, WA",53999,Black or African American,2054-5,"Some college credit, but not a degree",9.08
"Unidentified Counties, WV",54999,Black or African American,2054-5,Excluded,10.92
"Dane County, WI",55025,Black or African American,2054-5,High school graduate or GED completed,12.58
"Dane County, WI",55025,Black or African American,2054-5,"Some college credit, but not a degree",16.44
"Dane County, WI",55025,Black or African American,2054-5,Excluded,14.92
"Milwaukee County, WI",55079,Black or African American,2054-5,9th through 12th grade with no diploma,14.84
"Milwaukee County, WI",55079,Black or African American,2054-5,High school graduate or GED completed,11.15
"Milwaukee County, WI",55079,Black or African American,2054-5,"Some college credit, but not a degree",16.16
"Milwaukee County, WI",55079,Black or African American,2054-5,"Associate degree (AA, AS)",12.71
"Milwaukee County, WI",55079,Black or African American,2054-5,"Bachelor's degree (BA, AB, BS)",10.02
"Milwaukee County, WI",55079,Black or African American,2054-5,Unknown/Not on certificate,73.77
"Milwaukee County, WI",55079,Black or African American,2054-5,Excluded,14.07
"Unidentified Counties, WI",55999,Black or African American,2054-5,9th through 12th grade with no diploma,17.09
"Unidentified Counties, WI",55999,Black or African American,2054-5,High school graduate or GED completed,13.71
"Unidentified Counties, WI",55999,Black or African American,2054-5,"Some college credit, but not a degree",15.27
"Unidentified Counties, WI",55999,Black or African American,2054-5,Excluded,12.52
